n;Bubble Sort;Merge Sort;Busca Sequencial;Busca Binaria
1066;7356603;359123;1223;60
1067;7386609;358110;1233;170
1068;7378624;355716;1213;70
1069;7339020;356277;1222;171
1070;7302972;355235;1263;70
1071;7404102;358671;1242;151
1072;7450128;358341;1223;60
1073;7547540;361096;1272;170
1074;7599085;355275;1242;71
1075;7353617;358702;1212;170
1076;7379376;356768;1223;70
1077;7340783;358121;1242;150
1078;7494461;361016;1232;60
1079;7464846;368049;1232;190
1080;7289698;361106;1252;51
1081;7478251;359623;1232;150
1082;7440249;365034;1252;50
1083;7543362;361597;1282;180
1084;7573359;367258;1242;80
1085;7660581;362859;1272;181
1086;7666363;362849;1262;60
1087;7605559;364342;1262;170
1088;7750961;369442;1282;60
1089;7688061;364672;1272;190
1090;7798740;367368;1262;60
1091;7834136;366446;1253;200
1092;7744960;364853;1272;80
1093;7729601;369341;1293;181
1094;7788822;366436;1282;60
1095;7777400;367287;1273;180
1096;7791196;367027;1253;70
1097;7810141;365043;1243;150
1098;7799983;368199;1473;60
1099;7809931;371386;1252;160
1100;7746734;369361;1262;71
1101;7826052;373158;1282;170
1102;7838425;374140;1272;60
1103;7892294;370153;1292;161
1104;8028701;373208;1393;80
1105;7874042;370794;1312;190
1106;8084115;389440;1293;70
1107;7877809;373719;1313;191
1108;8203518;376375;1313;50
1109;7820972;372267;1282;200
1110;8132054;375674;1322;50
1111;8111937;373640;1302;190
1112;8264693;374130;1312;60
1113;8036175;380002;1293;170
1114;8333241;375563;1302;50
1115;7982344;374171;1282;181
1116;8374908;379902;1312;50
1117;8189713;378118;1303;180
1118;8395919;374121;1312;70
1119;8155458;375383;1332;200
1120;8446843;376334;1302;60
1121;8276946;377998;1342;211
1122;8351715;392926;1303;60
1123;8420093;397655;1302;190
1124;8285511;398847;1473;60
1125;8355163;399999;1663;180
1126;8516114;389129;1312;61
1127;8239275;393797;1393;181
1128;8292515;470991;1413;60
1129;8487459;394178;1312;170
1130;8897638;385352;1463;60
1131;8424212;383398;1343;191
1132;8524569;580997;1373;70
1133;9380492;379991;1333;200
1134;8205552;378529;1332;60
1135;8281444;383077;1322;190
1136;8371082;400700;1412;80
1137;8282135;376184;1292;171
1138;8428530;380422;1293;60
1139;8167391;450062;1322;190
1140;8363458;380552;1312;70
1141;8370371;383798;1312;170
1142;8543484;384069;1413;60
1143;8685591;387937;1362;220
1144;8816275;388768;1363;70
1145;8550397;391463;1573;210
1146;8923075;435766;1393;60
1147;9176760;420277;2545;180
1148;9124252;387025;1463;60
1149;9642031;412503;1363;211
1150;8982396;413084;1393;80
1151;9028733;395610;1362;181
1152;8800626;396903;1734;60
1153;8646497;390982;1362;170
1154;9359050;394028;1393;71
1155;8741015;389249;1352;200
1156;8826084;439473;1373;71
1157;8668338;390792;1372;181
1158;9091380;404878;1383;60
1159;9203330;418865;1383;201
1160;9621773;401511;1383;70
1161;9157694;407974;1373;170
1162;8974131;397504;1392;50
1163;9251069;399027;1392;200
1164;9093394;533759;1382;70
1165;9141084;399788;1382;210
1166;9254835;398396;1403;70
1167;9002675;401000;1393;201
1168;8906394;401502;1383;60
1169;9167302;397384;1443;180
1170;9804836;398707;1403;60
1171;8990511;398767;1382;200
1172;8886497;394068;1363;60
1173;9090088;407723;1473;180
1174;9016681;409827;1372;60
1175;9123681;404888;1363;181
1176;9090318;398236;1443;60
1177;9022051;397654;1362;181
1178;9030065;408876;1413;70
1179;8924498;432399;1393;190
1180;8974060;393346;1413;50
1181;9041026;400770;1352;171
1182;9004067;401992;1442;50
1183;8963270;424425;1463;170
1184;9148357;400009;1423;60
1185;8922574;398787;1443;161
1186;9721460;501228;1422;70
1187;9500587;400310;1443;200
1188;8956809;404347;2014;61
1189;9210263;404247;1503;190
1190;9271547;404547;1362;60
1191;9101489;416640;1963;180
1192;9102612;400299;1382;50
1193;9062587;436196;1423;160
1194;9230431;403786;1413;60
1195;9045064;404087;1362;171
1196;9203000;401762;1392;60
1197;9226553;402283;1513;161
1198;9225451;407163;1353;60
1199;9239458;404287;1463;190
1200;9300672;417131;1403;50
1201;9372516;419576;1403;161
1202;9294541;422370;1643;50
1203;9118251;450594;1392;190
1204;9126795;404988;1483;60
1205;9227025;413474;1412;180
1206;9276367;408344;1403;50
1207;9386212;406951;1412;170
1208;9413433;408304;1483;50
1209;9460902;427821;1553;181
1210;10033083;436056;1432;70
1211;9583492;408184;1473;201
1212;9572431;407282;1463;50
1213;9553486;410739;1493;161
1214;9506578;413815;1723;61
1215;9734324;426749;1523;210
1216;9481480;420206;1423;60
1217;9687546;432640;1513;170
1218;9621933;437609;1413;60
1219;9683258;412362;1433;211
1220;9733483;424775;1633;50
1221;9623577;407694;1403;191
1222;9799205;441056;1423;70
1223;9929590;413755;1423;231
1224;9688458;424856;1433;60
1225;9875118;421589;1423;180
1226;9632644;415709;1423;70
1227;9580606;441997;1393;171
1228;9662851;412602;1383;81
1229;9685141;413594;1392;170
1230;9895546;412523;1403;60
1231;9802872;417852;1433;230
1232;9935851;416600;1452;70
1233;9805618;429674;1433;201
1234;9783516;414576;1412;60
1235;9872313;430025;1433;160
1236;9944337;415669;1423;60
1237;10043784;419566;1422;180
1238;9849790;426810;1443;60
1239;9927145;416399;1433;181
1240;9874466;417231;1412;50
1241;9731929;416891;1422;140
1242;9805095;418022;1432;60
1243;9928568;417792;1423;150
1244;9816578;417632;1433;50
1245;9858316;426799;1443;150
1246;9884846;425537;1442;60
1247;9982909;427371;1432;170
1248;10236124;423012;1433;50
1249;10115808;420307;1423;180
1250;10205155;421119;1403;51
1251;10046298;425537;1443;170
1252;10050967;421069;1443;50
1253;9920663;430927;1423;140
1254;9992306;422722;1433;50
1255;10066856;419736;1512;160
1256;10256762;435646;1443;60
1257;9985935;422661;1443;160
1258;10111671;423653;1432;60
1259;10206608;425697;1423;190
1260;10359905;532247;2324;551
1261;11971883;425086;1463;230
1262;10089349;421789;1463;71
1263;10873908;425637;1452;190
1264;10251603;421028;1463;60
1265;10199946;428432;1463;170
1266;10213219;453489;1482;70
1267;10272361;458168;1433;181
1268;10546985;429844;1492;50
1269;10294723;445714;1463;190
1270;10355908;427670;1543;30
1271;10632746;421218;1463;230
1272;10253226;546553;1884;101
1273;10641973;441547;1503;200
1274;11014261;432890;1483;70
1275;10482304;587781;2825;271
1276;11443274;432821;1473;60
1277;11102053;425827;1674;180
1278;10889206;629538;2786;110
1279;10614331;426388;1503;180
1280;10732844;429204;1493;51
1281;10579577;619751;2835;290
1282;10524203;462005;1513;71
1283;10935412;428242;1523;180
1284;10703609;444342;1503;70
1285;10472627;428172;1783;191
1286;11077669;427831;1493;70
1287;10598011;429725;1553;200
1288;10902200;432099;1552;50
1289;10716933;433351;1483;190
1290;10710841;465732;1493;50
1291;10627496;430506;1784;200
1292;10892332;433581;1563;50
1293;11054866;463688;1533;191
1294;10797545;435715;1573;50
1295;10823823;435375;1483;180
1296;10722083;467966;1543;70
1297;10897081;438602;1493;170
1298;10724207;439313;1503;60
1299;10818214;452047;1503;191
1300;10743864;437329;1493;60
1301;10910506;451836;1483;180
1302;10784590;442448;1513;60
1303;10930533;438010;1523;181
1304;10958706;438982;1523;70
1305;10802514;463548;1553;201
1306;11904176;441396;1522;70
1307;10905758;444643;1503;181
1308;10934882;442228;1523;70
1309;10942676;442208;1502;210
1310;10859170;442318;1493;60
1311;10937036;444562;1492;160
1312;10970568;440836;1483;60
1313;10954799;442077;1492;170
1314;11104148;442708;1512;70
1315;11020602;442569;1512;150
1316;11044587;440865;1503;60
1317;11173398;445504;1503;181
1318;11398069;449712;1543;60
1319;11323600;595896;2956;260
1320;13222785;450043;1533;60
1321;11102515;449141;1543;190
1322;11228191;452567;1503;50
1323;11476596;451395;1533;191
1324;11276652;447297;1613;60
1325;11344268;455182;1533;181
1326;11260662;445384;1613;70
1327;11406134;448630;1603;191
1328;11380124;445604;1513;60
1329;11359707;449211;1623;180
1330;11897464;451004;1583;40
1331;11319251;450463;1503;210
1332;11443143;449612;1614;70
1333;11554151;449411;1523;190
1334;11142410;455312;1543;60
1335;11348556;452838;1553;171
1336;11523735;463789;1563;60
1337;11720502;451816;1543;180
1338;11295136;455793;1633;70
1339;11601099;455623;1533;171
1340;11385173;454391;1533;60
1341;11815421;454941;2485;251
1342;13558233;796140;2785;80
1343;11979708;470711;1563;211
1344;11345270;451796;1512;50
1345;11554232;454140;1723;160
1346;11471206;457085;1533;50
1347;11666581;456175;1533;160
1348;11517603;456926;1533;80
1349;11753253;454662;1523;171
1350;11752673;453819;1522;60
1351;11749808;455583;1542;200
1352;11399450;456495;1533;60
1353;11653366;456054;1513;180
1354;11755628;464620;1522;50
1355;11786547;455142;1583;170
1356;11762591;460763;1533;61
1357;11968026;467545;1613;190
1358;11838313;465131;1523;60
1359;11923292;459009;1563;140
1360;11668305;461714;1553;60
1361;11889559;465251;1543;150
1362;11820369;465842;2044;60
1363;12224115;512470;1583;200
1364;11736942;461214;1542;60
1365;11978586;464249;1553;200
1366;11959410;460692;1553;60
1367;12096938;469629;1543;170
1368;12017409;463428;1553;61
1369;12050591;464119;1573;170
1370;12054888;466073;1563;50
1371;12126643;470301;1563;191
1372;12289979;471222;1603;81
1373;12596983;470591;1603;190
1374;12542050;467726;1593;70
1375;12821864;590656;3116;311
1376;13461172;466313;1603;71
1377;12611088;468657;1593;180
1378;13798382;467976;1583;50
1379;12618834;466583;1623;180
1380;12748357;473527;1633;60
1381;12509500;485128;1703;191
1382;12695138;474248;1734;50
1383;12562438;474568;1713;190
1384;12622662;483876;1823;60
1385;12675220;471703;1673;201
1386;12305748;474769;1703;70
1387;12505232;473076;1613;170
1388;12527784;473376;1623;60
1389;12809671;474519;1673;181
1390;12738208;477264;1683;61
1391;12699495;474178;1694;180
1392;12466790;476713;1844;60
1393;12498409;475610;1673;160
1394;12477150;476011;1613;70
1395;12490985;475811;1593;200
1396;12850277;477744;2144;60
1397;12568571;477404;1703;170
1398;12529497;478156;1693;80
1399;12783632;476362;1844;170
1400;13017090;477373;1774;50
1401;12973459;478465;1643;200
1402;12805622;478767;1614;60
1403;12742035;475961;1613;190
1404;12852322;484147;1683;80
1405;12821724;497532;1643;190
1406;12790125;491480;1994;60
1407;12585642;479808;1613;190
1408;12571496;485780;1603;71
1409;12925949;482313;1593;160
1410;12865126;480319;1744;60
1411;12975332;484557;1664;190
1412;12674278;531044;1613;80
1413;12866017;480399;1623;171
1414;13015337;485770;1734;50
1415;13136913;483425;1903;160
1416;12890573;480319;1613;60
1417;12890623;480730;1603;161
1418;12876647;480670;1603;60
1419;13366945;483034;1653;190
1420;12972016;482133;1653;51
1421;12861769;484387;1713;170
1422;13242492;610322;1693;70
1423;13420856;485169;1663;200
1424;13701631;491901;1663;50
1425;13301553;489647;1674;190
1426;13575055;486401;1633;60
1427;13702161;496479;1653;231
1428;13712772;500016;1684;60
1429;13624367;494256;2014;190
1430;13561489;488054;1734;60
1431;13496889;651650;1673;180
1432;13886978;497802;1813;70
1433;13240038;490989;1744;170
1434;13404014;493564;1653;60
1435;13280984;498483;1664;190
1436;13552393;498743;1924;70
1437;13921954;529061;1763;181
1438;13851692;534811;1773;60
1439;13828960;501298;1673;201
1440;13972097;507500;1703;70
1441;13941561;492532;1793;190
1442;13824572;536345;1763;71
1443;13817609;494576;1663;181
1444;13761875;503302;1813;60
1445;13447836;513862;2314;200
1446;14171511;497903;1683;70
1447;13417399;489827;1753;201
1448;13764179;543457;1703;70
1449;14213661;553617;1734;211
1450;13700730;495528;1723;60
1451;14179416;497522;1703;190
1452;14085921;507881;1793;50
1453;14217165;509363;1724;210
1454;13895364;497822;1823;60
1455;14207158;513141;1783;200
1456;13983108;520074;1713;60
1457;14111629;501448;1693;201
1458;13896637;505106;1703;80
1459;14185858;522288;1713;220
1460;14172834;514323;1703;51
1461;14162234;507149;1694;190
1462;13940168;498944;1703;60
1463;13993197;501629;1673;171
1464;13967560;502130;1664;80
1465;14553546;499575;1694;180
1466;14049533;556051;1733;70
1467;13631589;612777;2796;271
1468;14081333;502441;1804;90
1469;13978490;523881;1673;190
1470;14087935;509484;1703;60
1471;13861220;558446;1783;201
1472;14098985;507079;1703;60
1473;14463959;521456;1733;191
1474;14252322;503072;1703;70
1475;14987950;503904;1713;210
1476;14481571;564637;1733;81
1477;14448240;505516;1723;200
1478;14021881;502912;1713;70
1479;14401832;508792;1713;191
1480;14307696;506608;1683;60
1481;14181368;507149;1693;160
1482;14127589;506669;1683;60
1483;14224881;508011;1684;170
1484;13972699;507580;1713;60
1485;14106770;521025;1784;190
1486;14552214;507911;1793;60
1487;14313286;516036;1693;191
1488;14118502;508512;1824;60
1489;14275837;509894;1783;170
1490;14555110;512420;1724;60
1491;14576329;513321;1744;200
1492;14914141;516236;1734;50
1493;14518481;508762;1733;210
1494;14851302;525824;1774;70
1495;14844341;537987;1763;201
1496;14158086;507871;1803;60
1497;14667620;511237;1713;201
1498;14320540;506899;1714;60
1499;14952553;511798;1794;200
1500;15347212;634929;1733;61
1501;14830505;513201;1753;200
1502;15951804;517279;1753;60
1503;15088027;547595;1743;221
1504;15434646;512790;1723;60
1505;14935542;518040;1784;210
1506;14569216;522588;1963;70
1507;14461915;522748;1733;181
1508;14537174;530173;1724;60
1509;14509334;536865;1824;170
1510;14866783;526446;1743;51
1511;14877273;527488;1753;190
1512;14861613;519643;1744;60
1513;14650959;531786;1753;160
1514;14925863;524643;1813;60
1515;14807401;530544;1723;191
1516;14877744;536755;1743;80
1517;14863196;530874;1733;171
1518;14826908;521937;1744;60
1519;14847928;523520;1763;190
1520;15014770;522979;1743;60
1521;14852216;536574;1914;171
1522;15065876;536745;1753;70
1523;14845192;521977;1754;160
1524;15107822;537516;1803;80
1525;14941573;523219;1743;170
1526;15018477;523410;1753;50
1527;15268515;537296;1764;170
1528;15264056;533419;1754;70
1529;15158459;529181;1753;161
1530;15460064;535893;2124;60
1531;15442671;537747;1883;180
1532;15161625;539019;1804;60
1533;15467217;527367;1804;171
1534;15571452;531164;2004;70
1535;15229863;535162;1794;181
1536;15334418;534641;1753;60
1537;15139393;527127;1773;201
1538;15226537;526275;1764;60
1539;15304471;531465;1774;180
1540;15358433;529411;1773;80
1541;15150754;532487;1763;170
1542;15461035;532838;1794;60
1543;15306977;534070;1764;190
1544;15637005;845022;3286;81
1545;19569407;533408;1804;201
1546;16125239;532637;1813;70
1547;15642956;549709;1803;180
1548;15604845;532366;2023;60
1549;15942738;536604;1774;150
1550;15577333;531505;1784;50
1551;15727584;533679;1853;170
1552;15823554;538408;2164;60
1553;15783690;536154;1874;201
1554;15939770;538358;1804;70
1555;15621656;541363;1814;220
1556;15799759;534581;1804;60
1557;15565922;535362;1763;170
1558;15891651;537176;1803;60
1559;15874570;538798;1834;210
1560;16181874;540512;1813;51
1561;15605656;537105;1824;221
1562;15506600;537967;1793;70
1563;15589266;543799;1793;201
1564;15858029;542165;1803;50
1565;15774031;547305;1773;171
1566;15829436;538177;1783;70
1567;15807645;536565;1804;130
1568;15706235;534290;1793;61
1569;15782127;538208;1773;151
1570;16036102;537215;1804;70
1571;15721541;534080;1753;171
1572;15798868;534510;1773;60
1573;15681318;538598;1773;180
1574;15734337;539270;1773;51
1575;15614934;540442;1863;170
1576;15818425;538999;1783;70
1577;15874530;540742;1774;150
1578;15974266;542045;1774;70
1579;15799900;541454;1804;130
1580;16185812;539480;1793;70
1581;16009251;540262;1803;151
1582;15968085;538989;1793;50
1583;16107897;540992;1773;141
1584;16074844;539219;1793;60
1585;16014542;537246;1804;140
1586;15937297;540883;1803;50
1587;16292903;542356;1803;151
1588;16130138;543978;1783;70
1589;16293735;541624;1773;151
1590;15948967;542966;1813;81
1591;16203576;546883;1773;210
1592;16150466;548998;1794;60
1593;16285920;542706;1803;171
1594;16241466;547946;1804;60
1595;16240895;544239;1783;130
1596;16287994;546644;1823;70
1597;16244623;544709;1803;151
1598;16389544;547495;1804;60
1599;16404292;544399;1814;160
1600;16350090;553456;1823;60
1601;16081577;555220;1813;160
1602;16383673;549709;1814;50
1603;16516842;546764;1833;130
1604;16791696;550260;1823;40
1605;16335723;551142;1823;151
1606;16517513;550280;1813;50
1607;16605929;555169;1814;140
1608;16744759;554568;1813;50
1609;16586541;551453;1814;150
1610;16928993;550320;1833;70
1611;16610217;555440;1834;141
1612;16605368;555630;1813;50
1613;16608553;552184;1824;160
1614;16473510;553076;1844;50
1615;16621859;553727;1844;170
1616;16665711;567363;1823;81
1617;16611268;554217;1814;130
1618;16684867;559518;1863;50
1619;16720323;556201;1844;190
1620;16882727;637864;1853;70
1621;16855546;558385;1844;191
1622;16847682;565158;1853;60
1623;16577596;554759;1823;170
1624;16878800;558907;1834;80
1625;16790365;560510;1843;200
1626;17154947;562063;1844;71
1627;16885633;558245;1844;190
1628;17124760;560830;1844;70
1629;17251286;560729;1844;150
1630;17262689;559748;1844;50
1631;17176517;562934;1833;161
1632;17124910;565038;1834;50
1633;17000928;561000;1834;150
1634;17199691;557363;1833;50
1635;16907884;567322;1863;210
1636;17123228;561371;1843;70
1637;17142323;561721;1854;170
1638;17102349;559358;1884;70
1639;17015386;561662;1844;161
1640;16920688;565549;1843;50
1641;17088121;562603;1843;161
1642;17178611;564066;1853;60
1643;17394876;567924;1853;150
1644;17448026;563676;1843;70
1645;17487359;569306;1844;170
1646;17601362;568274;1893;50
1647;17762524;566170;1843;170
1648;17504731;563335;1863;60
1649;17378525;568434;1854;180
1650;17254994;562373;1844;50
1651;17349451;566240;1874;150
1652;17428760;567302;1864;60
1653;17491296;568465;1884;190
1654;17729832;567953;1874;40
1655;17316038;571661;1923;190
1656;17604639;567092;1863;60
1657;17814892;567282;1884;191
1658;17642469;570198;1854;50
1659;17785327;567632;1874;181
1660;17748508;572272;1873;70
1661;17781660;577151;1894;191
1662;17588127;568935;1883;70
1663;17981254;570338;1883;151
1664;17710136;571510;1893;60
1665;17922023;570758;1883;140
